iShares Core S&P Total U.S. Stock Market ETF
Fund Holdings as of,"Apr 29, 2020"
Inception Date,"Jan 20, 2004"
Shares Outstanding,"366,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"NVRO","NEVRO CORP","Equity","0.01","120.29","24,812.00","2,984,635.48","2,984,635.48","Health Care","BS7K7C9","US64157F1030","New York Stock Exchange Inc."
"ASH","ASHLAND GLOBAL","Equity","0.01","63.57","46,785.00","2,974,122.45","2,974,122.45","Materials","BYND5N1","US0441861046","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.01","65.74","45,112.00","2,965,662.88","2,965,662.88","Health Care","2630085","US6404911066","NASDAQ"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Equity","0.01","51.17","57,780.00","2,956,602.60","2,956,602.60","Health Care","2248693","US4579852082","NASDAQ"
"DAR","DARLING INGREDIENTS INC","Equity","0.01","22.40","131,885.00","2,954,224.00","2,954,224.00","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"EQT","EQT CORP","Equity","0.01","14.09","209,686.00","2,954,475.74","2,954,475.74","Energy","2319414","US26884L1098","New York Stock Exchange Inc."
"FSLR","FIRST SOLAR INC","Equity","0.01","45.55","64,656.00","2,945,080.80","2,945,080.80","Information Technology","B1HMF22","US3364331070","NASDAQ"
"WAL","WESTERN ALLIANCE","Equity","0.01","37.10","79,405.00","2,945,925.50","2,945,925.50","Financials","B0CCGJ4","US9576381092","New York Stock Exchange Inc."
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.01","28.56","102,863.00","2,937,767.28","2,937,767.28","Financials","BZ13MZ1","BMG0684D1074","New York Stock Exchange Inc."
"UBSI","UNITED BANKSHARES INC","Equity","0.01","31.13","94,256.00","2,934,189.28","2,934,189.28","Financials","2905794","US9099071071","NASDAQ"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Equity","0.01","85.63","34,112.00","2,921,010.56","2,921,010.56","Communication","B06RWD1","US19239V3024","NASDAQ"
"GMED","GLOBUS MEDICAL INC CLASS A","Equity","0.01","49.60","58,899.00","2,921,390.40","2,921,390.40","Health Care","B7D65M0","US3795772082","New York Stock Exchange Inc."
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Equity","0.01","11.98","243,693.00","2,919,442.14","2,919,442.14","Real Estate","BFTDJL8","US11120U1051","New York Stock Exchange Inc."
"STRA","STRATEGIC EDUCATION INC","Equity","0.01","168.18","17,342.00","2,916,577.56","2,916,577.56","Consumer Discretionary","BGGJFV8","US86272C1036","NASDAQ"
"HALO","HALOZYME THERAPEUTICS INC","Equity","0.01","23.23","125,545.00","2,917,038.07","2,917,038.07","Health Care","2975098","US40637H1095","NASDAQ"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Equity","0.01","16.41","177,790.00","2,917,533.90","2,917,533.90","Consumer Discretionary","B9CGTC3","BMG667211046","New York Stock Exchange Inc."
"RXN","REXNORD CORP","Equity","0.01","28.60","101,725.00","2,909,335.00","2,909,335.00","Industrials","B4NPMX6","US76169B1026","New York Stock Exchange Inc."
"QRTEA","QURATE RETAIL INC SERIES A","Equity","0.01","8.45","344,390.00","2,910,095.50","2,910,095.50","Consumer Discretionary","BZ19HB0","US74915M1009","NASDAQ"
"PLAN","ANAPLAN INC","Equity","0.01","41.57","70,013.00","2,910,440.41","2,910,440.41","Information Technology","BD9PLW5","US03272L1089","New York Stock Exchange Inc."
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Equity","0.01","69.14","41,968.00","2,901,667.52","2,901,667.52","Consumer Discretionary","BZ22B38","US6811161099","NASDAQ"
"RYN","RAYONIER REIT INC","Equity","0.01","26.06","111,149.00","2,896,542.94","2,896,542.94","Real Estate","2473138","US7549071030","New York Stock Exchange Inc."
"TOL","TOLL BROTHERS INC","Equity","0.01","26.24","110,369.00","2,896,082.56","2,896,082.56","Consumer Discretionary","2896092","US8894781033","New York Stock Exchange Inc."
"VLY","VALLEY NATIONAL","Equity","0.01","8.30","348,592.00","2,893,313.60","2,893,313.60","Financials","2935326","US9197941076","NASDAQ"
"AYI","ACUITY BRANDS INC","Equity","0.01","89.69","32,120.00","2,880,842.80","2,880,842.80","Industrials","2818461","US00508Y1029","New York Stock Exchange Inc."
"ENV","ENVESTNET INC","Equity","0.01","65.07","44,091.00","2,869,001.37","2,869,001.37","Information Technology","B474ZK7","US29404K1060","New York Stock Exchange Inc."
"SYNH","SYNEOS HEALTH INC CLASS A","Equity","0.01","56.62","50,615.00","2,865,821.30","2,865,821.30","Health Care","BFMZ4V6","US87166B1026","NASDAQ"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Equity","0.01","18.83","152,075.00","2,863,572.25","2,863,572.25","Communication","B8W6766","GB00B8W67662","NASDAQ"
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.01","66.48","43,070.00","2,863,293.60","2,863,293.60","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"WMGI","WRIGHT MEDICAL GROUP NV","Equity","0.01","29.24","97,607.00","2,854,028.68","2,854,028.68","Health Care","BZ2JCC5","NL0011327523","NASDAQ"
"WWD","WOODWARD INC","Equity","0.01","62.96","45,283.00","2,851,017.68","2,851,017.68","Industrials","2948089","US9807451037","NASDAQ"
"NXST","NEXSTAR MEDIA GROUP INC CLASS A","Equity","0.01","76.24","37,384.00","2,850,156.16","2,850,156.16","Communication","2949758","US65336K1034","NASDAQ"
"NKTR","NEKTAR THERAPEUTICS","Equity","0.01","19.68","144,678.00","2,847,263.04","2,847,263.04","Health Care","2454445","US6402681083","NASDAQ"
"HRB","H&R BLOCK INC","Equity","0.01","16.78","169,306.00","2,840,954.68","2,840,954.68","Consumer Discretionary","2105505","US0936711052","New York Stock Exchange Inc."
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.01","22.67","124,945.00","2,832,503.15","2,832,503.15","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"CVBF","CVB FINANCIAL CORP","Equity","0.01","21.73","129,766.00","2,819,815.18","2,819,815.18","Financials","2160645","US1266001056","NASDAQ"
"ROLL","RBC BEARINGS INC","Equity","0.01","132.81","21,214.00","2,817,431.34","2,817,431.34","Industrials","B0GLYB5","US75524B1044","NASDAQ"
"AGCO","AGCO CORP","Equity","0.01","53.94","52,212.00","2,816,315.28","2,816,315.28","Industrials","2010278","US0010841023","New York Stock Exchange Inc."
"AXS","AXIS CAPITAL HOLDINGS LTD","Equity","0.01","37.82","74,221.00","2,807,038.22","2,807,038.22","Financials","2677606","BMG0692U1099","New York Stock Exchange Inc."
"BJ","BJAS WHOLESALE CLUB HOLDINGS INC","Equity","0.01","26.02","107,846.00","2,806,152.92","2,806,152.92","Consumer Staples","BFZNZF8","US05550J1016","New York Stock Exchange Inc."
"VVV","VALVOLINE INC","Equity","0.01","18.10","154,884.00","2,803,400.40","2,803,400.40","Materials","BDG22J3","US92047W1018","New York Stock Exchange Inc."
"GBCI","GLACIER BANCORP INC","Equity","0.01","39.13","71,572.00","2,800,612.36","2,800,612.36","Financials","2370585","US37637Q1058","NASDAQ"
"IVZ","INVESCO LTD","Equity","0.01","8.62","324,732.00","2,799,189.84","2,799,189.84","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"PNM","PNM RESOURCES INC","Equity","0.01","42.78","65,352.00","2,795,758.56","2,795,758.56","Utilities","2707826","US69349H1077","New York Stock Exchange Inc."
"RLI","RLI CORP","Equity","0.01","77.22","36,182.00","2,793,974.04","2,793,974.04","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"SF","STIFEL FINANCIAL CORP","Equity","0.01","47.85","58,336.00","2,791,377.60","2,791,377.60","Financials","2849234","US8606301021","New York Stock Exchange Inc."
"ORA","ORMAT TECH INC","Equity","0.01","64.82","42,955.00","2,784,343.10","2,784,343.10","Utilities","B03L311","US6866881021","New York Stock Exchange Inc."
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.01","70.33","39,549.00","2,781,481.17","2,781,481.17","Financials","2127899","US0082521081","New York Stock Exchange Inc."
"COHR","COHERENT INC","Equity","0.01","131.71","21,082.00","2,776,710.22","2,776,710.22","Information Technology","2208374","US1924791031","NASDAQ"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Equity","0.01","382.01","7,268.00","2,776,448.68","2,776,448.68","Financials","2355582","US31946M1036","NASDAQ"
"NWE","NORTHWESTERN CORP","Equity","0.01","59.79","46,411.00","2,774,913.69","2,774,913.69","Utilities","B03PGL4","US6680743050","New York Stock Exchange Inc."
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Equity","0.01","63.64","43,425.00","2,763,567.00","2,763,567.00","Health Care","BJ62Z18","US90400D1081","NASDAQ"
"MIDD","MIDDLEBY CORP","Equity","0.01","60.07","45,938.00","2,759,495.66","2,759,495.66","Industrials","2590930","US5962781010","NASDAQ"
"FTDR","FRONTDOOR INC","Equity","0.01","39.00","70,668.00","2,756,052.00","2,756,052.00","Consumer Discretionary","BFYF094","US35905A1097","NASDAQ"
"PTCT","PTC THERAPEUTICS INC","Equity","0.01","53.54","51,195.00","2,740,980.30","2,740,980.30","Health Care","B17VCN9","US69366J2006","NASDAQ"
"FCFS","FIRSTCASH INC","Equity","0.01","76.58","35,766.00","2,738,960.28","2,738,960.28","Financials","BZCG9B4","US33767D1054","NASDAQ"
"BPMC","BLUEPRINT MEDICINES CORP","Equity","0.01","60.13","45,525.00","2,737,418.25","2,737,418.25","Health Care","BWY52P3","US09627Y1091","NASDAQ"
"FOLD","AMICUS THERAPEUTICS INC","Equity","0.01","12.26","223,021.00","2,734,237.46","2,734,237.46","Health Care","B19FQ48","US03152W1099","NASDAQ"
"WING","WINGSTOP INC","Equity","0.01","118.12","22,963.00","2,712,389.56","2,712,389.56","Consumer Discretionary","BYYXHN4","US9741551033","NASDAQ"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.01","41.65","64,975.00","2,706,208.75","2,706,208.75","Financials","B1WT4X2","US45841N1072","NASDAQ"
"BCPC","BALCHEM CORP","Equity","0.01","93.82","28,812.00","2,703,141.84","2,703,141.84","Materials","2072074","US0576652004","NASDAQ"
"KEX","KIRBY CORP","Equity","0.01","54.12","49,842.00","2,697,449.04","2,697,449.04","Industrials","2493534","US4972661064","New York Stock Exchange Inc."
"RDN","RADIAN GROUP INC","Equity","0.01","15.90","168,479.00","2,678,816.10","2,678,816.10","Financials","2173911","US7502361014","New York Stock Exchange Inc."
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Equity","0.01","41.16","64,963.00","2,673,877.08","2,673,877.08","Financials","2675097","US72346Q1040","NASDAQ"
"NEU","NEWMARKET CORP","Equity","0.01","420.83","6,340.00","2,668,062.20","2,668,062.20","Materials","B01CGF1","US6515871076","New York Stock Exchange Inc."
"NVT","NVENT ELECTRIC PLC","Equity","0.01","19.02","140,238.00","2,667,326.76","2,667,326.76","Industrials","BDVJJQ5","IE00BDVJJQ56","New York Stock Exchange Inc."
"RBC","REGAL BELOIT CORP","Equity","0.01","73.03","36,461.00","2,662,746.83","2,662,746.83","Industrials","2730082","US7587501039","New York Stock Exchange Inc."
"MORN","MORNINGSTAR INC","Equity","0.01","145.89","18,203.00","2,655,635.67","2,655,635.67","Financials","B081VR8","US6177001095","NASDAQ"
"ACIW","ACI WORLDWIDE INC","Equity","0.01","28.06","94,544.00","2,652,904.64","2,652,904.64","Information Technology","2889155","US0044981019","NASDAQ"
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.01","35.87","73,903.00","2,650,900.61","2,650,900.61","Utilities","2630513","US6460251068","New York Stock Exchange Inc."
"NUVA","NUVASIVE INC","Equity","0.01","62.44","42,392.00","2,646,956.48","2,646,956.48","Health Care","B00GJC2","US6707041058","NASDAQ"
"AGO","ASSURED GUARANTY LTD","Equity","0.01","30.96","85,316.00","2,641,383.36","2,641,383.36","Financials","B00V7H8","BMG0585R1060","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.01","86.64","30,494.00","2,642,000.16","2,642,000.16","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"TXRH","TEXAS ROADHOUSE INC","Equity","0.01","49.94","52,728.00","2,633,236.32","2,633,236.32","Consumer Discretionary","B033TJ7","US8826811098","NASDAQ"
"PRSP","PERSPECTA INC","Equity","0.01","22.73","115,357.00","2,622,064.61","2,622,064.61","Information Technology","BZ5YFM8","US7153471005","New York Stock Exchange Inc."
"KSS","KOHLS CORP","Equity","0.01","20.05","130,711.00","2,620,755.55","2,620,755.55","Consumer Discretionary","2496113","US5002551043","New York Stock Exchange Inc."
"AVT","AVNET INC","Equity","0.01","30.29","86,573.00","2,622,296.17","2,622,296.17","Information Technology","2066505","US0538071038","NASDAQ"
"NOVT","NOVANTA INC","Equity","0.01","91.15","28,670.00","2,613,270.50","2,613,270.50","Information Technology","BD8S5H8","CA67000B1040","NASDAQ"
"BFA","BROWN FORMAN CORP CLASS A","Equity","0.01","58.19","44,800.00","2,606,912.00","2,606,912.00","Consumer Staples","2146816","US1156371007","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.01","52.72","49,454.00","2,607,214.88","2,607,214.88","Financials","2766173","US8163001071","NASDAQ"
"PSTG","PURE STORAGE INC CLASS A","Equity","0.01","14.99","173,769.00","2,604,797.31","2,604,797.31","Information Technology","BYZ62T3","US74624M1027","New York Stock Exchange Inc."
"EBS","EMERGENT BIOSOLUTIONS INC","Equity","0.01","73.95","35,182.00","2,601,708.90","2,601,708.90","Health Care","B1HJLW5","US29089Q1058","New York Stock Exchange Inc."
"OMCL","OMNICELL INC","Equity","0.01","74.43","34,963.00","2,602,296.09","2,602,296.09","Health Care","2789523","US68213N1090","NASDAQ"
"AVA","AVISTA CORP","Equity","0.01","44.42","58,473.00","2,597,370.66","2,597,370.66","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"LAZ","LAZARD LTD CLASS A","Equity","0.01","27.80","93,260.00","2,592,628.00","2,592,628.00","Financials","B081VQ7","BMG540501027","New York Stock Exchange Inc."
"SRC","SPIRIT REALTY CAPITAL REIT INC","Equity","0.01","31.10","83,314.00","2,591,065.40","2,591,065.40","Real Estate","BHHZBZ8","US84860W3007","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.01","35.36","73,069.00","2,583,719.84","2,583,719.84","Information Technology","2452698","US9021041085","NASDAQ"
"POWI","POWER INTEGRATIONS INC","Equity","0.01","107.87","23,919.00","2,580,142.53","2,580,142.53","Information Technology","2133045","US7392761034","NASDAQ"
"NVST","ENVISTA HOLDINGS CORP","Equity","0.01","19.62","131,524.00","2,580,500.88","2,580,500.88","Health Care","BK63SF3","US29415F1049","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.01","8.54","301,691.00","2,576,441.14","2,576,441.14","Financials","2041308","US3025201019","New York Stock Exchange Inc."
"NEO","NEOGENOMICS INC","Equity","0.01","31.02","83,003.00","2,574,753.06","2,574,753.06","Health Care","2598246","US64049M2098","NASDAQ"
"BLUE","BLUEBIRD BIO INC","Equity","0.01","56.51","45,417.00","2,566,514.67","2,566,514.67","Health Care","BBFL7S1","US09609G1004","NASDAQ"
"FL","FOOT LOCKER INC","Equity","0.01","27.44","93,331.00","2,561,002.64","2,561,002.64","Consumer Discretionary","2980906","US3448491049","New York Stock Exchange Inc."
"ADC","AGREE REALTY REIT CORP","Equity","0.01","66.40","38,527.00","2,558,192.80","2,558,192.80","Real Estate","2062161","US0084921008","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.01","8.94","285,572.00","2,553,013.68","2,553,013.68","Consumer Discretionary","2572303","US5770811025","NASDAQ"
"HXL","HEXCEL CORP","Equity","0.01","34.72","73,417.00","2,549,038.24","2,549,038.24","Industrials","2416779","US4282911084","New York Stock Exchange Inc."
"ALE","ALLETE INC","Equity","0.01","61.40","41,499.00","2,548,038.60","2,548,038.60","Utilities","B02R1L6","US0185223007","New York Stock Exchange Inc."
"MYOK","MYOKARDIA INC","Equity","0.01","64.92","39,195.00","2,544,539.40","2,544,539.40","Health Care","BYNZF59","US62857M1053","NASDAQ"
"AVTR","AVANTOR INC","Equity","0.01","14.70","172,862.00","2,541,071.40","2,541,071.40","Health Care","BJLT387","US05352A1007","New York Stock Exchange Inc."
"AXE","ANIXTER INTERNATIONAL INC","Equity","0.01","92.53","27,410.00","2,536,247.30","2,536,247.30","Information Technology","2468844","US0352901054","New York Stock Exchange Inc."
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Equity","0.01","177.78","14,258.00","2,534,787.24","2,534,787.24","Communication","BYQCZ35","US55825T1034","New York Stock Exchange Inc."
"NTNX","NUTANIX INC CLASS A","Equity","0.01","20.58","122,688.00","2,524,919.04","2,524,919.04","Information Technology","BYQBFT8","US67059N1081","NASDAQ"
"JBLU","JETBLUE AIRWAYS CORP","Equity","0.01","10.13","249,003.00","2,522,400.39","2,522,400.39","Industrials","2852760","US4771431016","NASDAQ"
"CLH","CLEAN HARBORS INC","Equity","0.01","58.03","43,400.00","2,518,502.00","2,518,502.00","Industrials","2202473","US1844961078","New York Stock Exchange Inc."
"GH","GUARDANT HEALTH INC","Equity","0.01","79.93","31,417.00","2,511,160.81","2,511,160.81","Health Care","BFXC911","US40131M1099","NASDAQ"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.01","35.47","70,764.00","2,509,999.08","2,509,999.08","Communication","BD8QGF7","US5312294094","NASDAQ"
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.01","42.38","59,116.00","2,505,336.08","2,505,336.08","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"BOH","BANK OF HAWAII CORP.","Equity","0.01","69.61","35,939.00","2,501,713.79","2,501,713.79","Financials","2074070","US0625401098","New York Stock Exchange Inc."
"AWR","AMERICAN STATES WATER","Equity","0.01","83.83","29,722.00","2,491,595.26","2,491,595.26","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"CLGX","CORELOGIC INC","Equity","0.01","40.88","60,719.00","2,482,192.72","2,482,192.72","Industrials","B5541Y2","US21871D1037","New York Stock Exchange Inc."
"ESNT","ESSENT GROUP LTD","Equity","0.01","29.01","85,504.00","2,480,471.04","2,480,471.04","Financials","BFWGXR8","BMG3198U1027","New York Stock Exchange Inc."
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.01","27.23","90,789.00","2,472,184.47","2,472,184.47","Financials","BF429K9","US10922N1037","NASDAQ"
"MRTX","MIRATI THERAPEUTICS INC","Equity","0.01","87.80","28,167.00","2,473,062.60","2,473,062.60","Health Care","BBPK0J0","US60468T1051","NASDAQ"
"CR","CRANE","Equity","0.01","57.12","43,252.00","2,470,554.24","2,470,554.24","Industrials","2231897","US2243991054","New York Stock Exchange Inc."
"MUSA","MURPHY USA INC","Equity","0.01","109.07","22,617.00","2,466,836.19","2,466,836.19","Consumer Discretionary","BCZWJ63","US6267551025","New York Stock Exchange Inc."
"LB","L BRANDS INC","Equity","0.01","12.78","192,823.00","2,464,277.94","2,464,277.94","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc."
"SMTC","SEMTECH CORP","Equity","0.01","47.94","51,233.00","2,456,110.02","2,456,110.02","Information Technology","2795542","US8168501018","NASDAQ"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.01","121.52","20,216.00","2,456,648.32","2,456,648.32","Communication","BRTLBY3","US5303071071","NASDAQ"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Equity","0.01","42.77","57,290.00","2,450,293.30","2,450,293.30","Consumer Discretionary","BYQHP96","US3397501012","New York Stock Exchange Inc."
"BXMT","BLACKSTONE MORTGAGE TRUST REIT CLA","Equity","0.01","23.18","105,311.00","2,441,108.98","2,441,108.98","Financials","B94QHZ0","US09257W1009","New York Stock Exchange Inc."
